sentence,labels
Agent Tesla has the ability to extract credentials from configuration or support files.,['T1552.001']
Agent Tesla has the capability to kill any running analysis processes and AV software.,['T1562.001']
Agent Tesla has used HTTP for C2 communications.,['T1071.001']
Agent Tesla has used wmi queries to gather information from the system.,['T1047']
Agent.btz attempts to download an encrypted binary from a specified domain.,['T1105']
"Agent.btz collects the network adapter’s IP and MAC address as well as IP addresses of the network adapter’s default gateway, primary/secondary WINS, DHCP, and DNS servers, and saves them into a log file.",['T1016']
Agent.btz obtains the victim username and saves it to a file.,['T1033']
Ajax Security Team has lured victims into executing malicious files.,['T1204.002']
"Ajax Security Team has used CWoolger and MPK, custom-developed malware, which recorded all keystrokes on an infected system.",['T1056.001']
"Ajax Security Team has used Wrapper/Gholee, custom-developed malware, which downloaded additional malware to the infected system.",['T1105']
Ajax Security Team has used personalized spearphishing attachments.,['T1566.001']
Akira examines files prior to encryption to determine if they meet requirements for encryption and can be encrypted by the ransomware. These checks are performed through native Windows functions such as GetFileAttributesW.,['T1083']
Akira executes from the Windows command line and can take various arguments for execution.,['T1059.003']
Akira executes native Windows functions such as GetFileAttributesW and GetSystemInfo.,['T1106']
Akira uses legitimate utilities such as AnyDesk and PuTTy for maintaining remote access to victim environments.,['T1219']
Akira uses the GetSystemInfo Windows function to determine the number of processors on a victim machine.,['T1082']
"Akira uses valid account information to remotely access victim networks, such as VPN credentials.",['T1078']
Akira verifies the deletion of volume shadow copies by checking for the existence of the process ID related to the process created to delete these items.,['T1057']
Akira will leverage COM objects accessed through WMI during execution to evade detection.,['T1047']
Amadey can collect information from a compromised host.,['T1005']
Amadey can download and execute files to further infect a host machine with additional malware.,['T1105']
Amadey can identify the IP address of a victim machine.,['T1016']
Amadey has changed the Startup folder to the one containing its executable by overwriting the registry keys.,['T1547.001']
Amadey has checked for a variety of antivirus products.,['T1518.001']
Amadey has collected the computer name and OS version from a compromised machine.,['T1082']
Amadey has collected the user name from a compromised host using GetUserNameA.,['T1033']
Amadey has decoded antivirus name strings.,['T1140']
"Amadey has obfuscated strings such as antivirus vendor names, domains, files, and others.",['T1027']
Amadey has overwritten registry keys for persistence.,['T1112']
Amadey has searched for folders associated with antivirus software.,['T1083']
Amadey has sent victim data to its C2 servers.,['T1041']
Amadey has used HTTP for C2 communications.,['T1071.001']
"Amadey has used a variety of Windows API calls, including GetComputerNameA, GetUserNameA, and CreateProcessA.",['T1106']
An APT19 HTTP malware variant decrypts strings using single-byte XOR keys.,['T1140']
An APT19 HTTP malware variant establishes persistence by setting the Registry key HKCU\Software\Microsoft\Windows\CurrentVersion\Run\Windows Debug Tools-%LOCALAPPDATA%\.,['T1547.001']
An APT19 Port 22 malware variant registers itself as a service.,['T1543.003']
An APT28 loader Trojan uses a cmd.exe and batch script to run its payload.,['T1059.003']
An APT28 loader Trojan will enumerate the victim's processes searching for explorer.exe if its current process does not have necessary permissions.,['T1057']
An APT28 macro uses the command certutil -decode to decode contents of a .txt file storing the base64 encoded payload.,['T1140']
"An APT3 downloader creates persistence by creating the following scheduled task: schtasks /create /tn ""mysc"" /tr C:\Users\Public\test.exe /sc ONLOGON /ru ""System"".",['T1053.005']
An APT3 downloader establishes SOCKS5 connections for its initial C2.,['T1095']
"An APT3 downloader uses the Windows command ""cmd.exe"" /C whoami to verify that it is running with the elevated privileges of “System.”",['T1033']
"An APT3 downloader uses the Windows command ""cmd.exe"" /C whoami. The group also uses a tool to execute commands on remote computers.",['T1059.003']
An older variant of PLAINTEE performs UAC bypass.,['T1548.002']
"An older version of CHOPSTICK has a module that monitors all mounted volumes for files with the extensions .doc, .docx, .pgp, .gpg, .m2f, or .m2o.",['T1083']
Anchor can create a scheduled task for persistence.,['T1053.005']
Anchor can create and execute services to load its payload.,['T1569.002']
Anchor can determine the hostname and linux version on a compromised host.,['T1082']
Anchor can determine the public IP and location of a compromised host.,['T1016']
Anchor can download additional payloads.,['T1105']
Anchor can establish persistence by creating a service.,['T1543.003']
Anchor can self delete its dropper after the malware is successfully deployed.,['T1070.004']
Anchor has obfuscated code with stack strings and string encryption.,['T1027']
Anchor has used HTTP and HTTPS in C2 communications.,['T1071.001']
Anchor has used ICMP in C2 communications.,['T1095']
Anchor has used cmd.exe to run its self deletion routine.,['T1059.003']
Andariel has attempted to lure victims into enabling malicious macros within email attachments.,['T1204.002']
Andariel has collected large numbers of files from compromised network systems for later extraction.,['T1005']
Andariel has conducted spearphishing campaigns that included malicious Word or Excel attachments.,['T1566.001']
Andariel has downloaded additional tools and malware onto compromised hosts.,['T1105']
Andariel has used tasklist to enumerate processes and find a specific string.,['T1057']
"Aoqin Dragon has lured victims into opening weaponized documents, fake external drives, and fake antivirus to execute malicious payloads.",['T1204.002']
Aoqin Dragon has run scripts to identify file formats including Microsoft Word.,['T1083']
Aoqin Dragon has spread malware in target networks by copying modules to folders masquerading as removable devices.,['T1570']
Aoqin Dragon has used fake icons including antivirus and external drives to disguise malicious payloads.,['T1036.005']
AppleJeus can install itself as a service.,['T1543.003']
AppleJeus has XOR-encrypted collected system information prior to sending to a C2. AppleJeus has also used the open source ADVObfuscation library for its components.,['T1027']
"AppleJeus has added a leading . to plist filenames, unlisting them from the Finder app and default Terminal directory listings.",['T1564.001']
AppleJeus has collected the victim host information after infection.,['T1082']
AppleJeus has created a scheduled SYSTEM task that runs when a user logs in.,['T1053.005']
AppleJeus has decoded files received from a C2.,['T1140']
AppleJeus has deleted the MSI file after installation.,['T1070.004']
AppleJeus has exfiltrated collected host information to a C2 server.,['T1041']
AppleJeus has presented the user with a UAC prompt to elevate privileges while installing.,['T1548.002']
AppleJeus has required user execution of a malicious MSI installer.,['T1204.002']
AppleJeus has sent data to its C2 server via POST requests.,['T1071.001']
AppleSeed can achieve execution through users running malicious file attachments distributed via email.,['T1204.002']
AppleSeed can collect data on a compromised host.,['T1005']
AppleSeed can decode its payload prior to execution.,['T1140']
AppleSeed can delete files from a compromised host after they are exfiltrated.,['T1070.004']
AppleSeed can enumerate the current process on a compromised host.,['T1057']
AppleSeed can exfiltrate files via the C2 channel.,['T1041']
AppleSeed can identify the IP of a targeted system.,['T1016']
AppleSeed can identify the OS version of a targeted system.,['T1082']
AppleSeed can stage files in a central location prior to exfiltration.,['T1074.001']
AppleSeed can take screenshots on a compromised host by calling a series of APIs.,['T1113']
AppleSeed can use GetKeyState and GetKeyboardState to capture keystrokes on the victim’s machine.,['T1056.001']
